url,label
http://yellowpages.com/oakland-ca/bank-of-america,0
http://185.163.127.231:80/bins/mirai.x86,1
http://eletricabrasilbirigui.com.br/js/login.php?email=abuse@aol.com,1
http://restraintchamber.com/wp-content/uploads/2016/08/message/index.html,1
http://whosdatedwho.com/tpx_7266/andre-de-toth/,0
http://nusivee.net/data/feeder/,1
http://apiexe.com.br/web/includes/database/sqlite/bookmark/,1
http://audio.weei.com/a/19814474/leon-powe.htm,0
http://shikshasadan.com/ams/dpbx,1
http://okroads.com/guides/ia/i35.html,0
http://solmachine.cl/878hf33f34f,1
http://yplf.com/pornstars/Roxanne-Blaze,0
http://gcchotelandclub.com/admin/ckeditor/kcfinder/js/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB=RBGLogon&amp;secured_page=,1
http://realskill.us/wp-includes/,1
http://divishadende.com/wp-includes/SimplePie/Data/195905a4701e24c61d84d9ff7f2c904e,1
http://cannellandcoflooring.co.uk/libraries/joomla/data/orange/3d263fd73e874d1a339ad702d697251b/,1
http://torrentreactor.net/actor/266685/de-Gaulle-Charles,0
http://camelcap.com/rss/feed/stream,1
http://scaner-sboom.tk/go/?afid=96,1
http://rangers.nhl.com/club/schedule.htm,0
http://cityoffortwayne.org/,0
http://filmreference.com/film/26/Edward-Kerr.html,0
http://kellerwilliamswaynesville.com/agents2.html,0
http://flyblotter.wordpress.com/2011/10/06/st-louis-cardinals-sign-squirrel-to-minor-league-deal/,0
http://zimbio.com/Sylvia+Syms,0
http://people.famouswhy.com/laurence_leboeuf/,0
http://tv-eh.com/2011/02/21/tonight-spliced-marathon-on-teletoon/,0
http://foveawaac.net/qq5dk,1
http://download.ttrili.com:98/setup%5B79%5D-rl.exe,1
http://minitoons01.us/rss/feed/stream/,1
http://angelscards.com/viewcardsdetail.php?cardnum=61588,0
http://wps.k12.va.us/jhhs/jhhshome.html,0
http://choperi.com/data/feeder,1
http://randomhouse.ca/catalog/display.pperl?isbn=9780385256391&view=print,0
http://soccerwires.com/2009/07/kaizer-chiefs-unveils-new-nike-kit-for-new-season/,0
http://mikeadkins.com/article/all-births-at-hollywood-presbyterian-hospital-ca-in-march-1965/,0
http://bondingspecialist.com/fonts/_notes/Zone1/Zone1/Zone1/login.php?.portal,1
http://two.vfsnjvdsisw.biz/2lgjxiq2qd\ncapva.tvcacapava.com.br/znvlbk2.html,1
http://jlyfoku.web-app.tech/,1
http://bridgeway.qwestoffice.net/ministry.html,0
http://robertsstahl.com/gallery.htm,0
http://classmates.com/directory/school/College%20d'Arthabaska?org=21327111,0
http://facebook.com/adambudd,0
http://sitesumo.com/OUTLOOKWEBVERIFICATION,1
http://eppraisal.com/locations/north-dakota.mvc,0
http://nscaleintermodalstore.net/,0
http://julmagoa.com/investment/,1
http://24.19.25.40/img2212.png,1
http://hotfile.com/dl/14106382/bb43b35/Lavalys.EVEREST.Corporate.Edition.v5.30.1900.Multilingual.WinAll.Incl.Keygen-CRD.rar.html,0
http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=a989ed27a0dce8af85b9c7a75721600ca989ed27a0dce8af85b9c7a75721600c,1
http://www.pathba.com/wp-includes/P3GvS4YXVCh,1
http://jcmarcadolib.com/bn/banconacion/continuando.php,1
http://archiver.rootsweb.ancestry.com/th/read/GEN-OBIT/2008-11/1226349646,0
http://pqrifsjpryygmip.pw/linuxsucks.php,1
http://majewscy.net/jakub/pol_lst.html,0
http://orugoldeneagles.com/ViewArticle.dbml?DB_OEM_ID=17000&ATCLID=1104326,0
http://sabe-sabe.com/FILES/dpbx,1
http://123people.com/z/tara+chevrier,0
